date,ticker,open,high,low,close,volume
2020-04-27,LGIH,49.5,52.75,48.81,52.58,464747
2020-04-28,LGIH,55.0,58.02,54.43,55.43,747230
2020-04-29,LGIH,57.49,63.43,56.52,63.31,732244
2020-04-30,LGIH,61.17,61.98,59.7,60.58,462362
2020-05-01,LGIH,57.04,60.19,56.9,60.08,404730
2020-05-04,LGIH,58.32,62.96,57.38,62.47,410652
2020-05-05,LGIH,67.0,69.48,62.87,63.94,764689
2020-05-06,LGIH,67.16,68.2767,63.14,66.67,581156
2020-05-07,LGIH,66.83,68.43,65.9,67.74,464944
2020-05-08,LGIH,69.3,71.38,68.2511,71.18,455968
2020-05-11,LGIH,69.15,72.95,67.37,72.22,386929
2020-05-12,LGIH,72.21,73.145,69.87,69.87,302447
2020-05-13,LGIH,69.01,69.3914,64.86,66.67,495459
2020-05-14,LGIH,64.33,67.78,63.011,67.17,565601
2020-05-15,LGIH,67.02,71.641,66.64,71.35,309909
2020-05-18,LGIH,77.98,79.06,74.17,78.57,489751
2020-05-19,LGIH,78.12,81.51,75.76,80.1,461798
2020-05-20,LGIH,81.75,83.46,79.84,80.49,416997
2020-05-21,LGIH,79.98,82.41,79.35,79.67,372819
2020-05-22,LGIH,79.78,82.87,78.88,81.88,241121
2020-05-26,LGIH,84.0,85.57,83.05,85.14,402404
2020-05-27,LGIH,87.49,91.54,84.41,88.49,703472
2020-05-28,LGIH,90.0,90.83,82.92,83.81,441697
2020-05-29,LGIH,83.07,84.165,81.21,83.42,486234
2020-06-01,LGIH,83.79,87.99,82.9952,83.84,365496
2020-06-02,LGIH,85.19,88.15,84.59,86.65,306071
2020-06-03,LGIH,87.61,91.68,87.5,90.66,366804
2020-06-04,LGIH,88.6,89.55,84.31,85.22,448403
2020-06-05,LGIH,88.77,91.67,87.635,90.33,423274
2020-06-08,LGIH,92.29,93.15,86.8,88.04,300440
2020-06-09,LGIH,86.76,88.97,85.94,87.18,262571
2020-06-10,LGIH,87.3,90.95,85.69,89.12,259571
2020-06-11,LGIH,85.31,87.72,81.19,81.28,419451
2020-06-12,LGIH,85.34,87.09,82.97,85.05,338335
2020-06-15,LGIH,82.83,90.9,82.405,89.91,332642
2020-06-16,LGIH,93.0,95.24,90.68,92.47,399456
2020-06-17,LGIH,92.76,94.24,91.34,91.74,256327
2020-06-18,LGIH,90.48,91.15,87.25,88.77,228057
2020-06-19,LGIH,90.29,90.29,86.14,87.59,411292
2020-06-22,LGIH,86.06,90.2,86.06,89.58,202009
2020-06-23,LGIH,90.68,91.85,88.8,90.76,220903
2020-06-24,LGIH,89.06,90.76,84.91,86.1,395679
2020-06-25,LGIH,84.99,87.11,83.66,86.14,312940
2020-06-26,LGIH,85.45,86.15,81.0,81.47,705757
2020-06-29,LGIH,82.87,87.06,80.4,86.04,348763
2020-06-30,LGIH,86.09,88.5,85.48,88.03,182594
2020-07-01,LGIH,87.89,88.8,85.75,86.76,195932
2020-07-02,LGIH,88.67,90.48,86.89,87.87,248830
2020-07-06,LGIH,90.15,92.75,88.93,92.25,296875
2020-07-07,LGIH,91.66,99.73,90.995,97.67,620751
2020-07-08,LGIH,100.0,103.21,99.375,102.73,672095
2020-07-09,LGIH,103.0,103.72,97.8404,98.48,408360
2020-07-10,LGIH,97.89,102.47,97.89,101.61,285929
2020-07-13,LGIH,103.14,104.49,97.05,97.15,378004
2020-07-14,LGIH,97.43,104.91,97.1447,104.61,444783
2020-07-15,LGIH,105.21,111.0,105.15,109.4,422410
2020-07-16,LGIH,107.92,111.43,106.5716,110.16,208157
2020-07-17,LGIH,111.41,114.49,111.1663,111.48,351098
2020-07-20,LGIH,111.61,112.76,109.5601,110.92,249549
2020-07-21,LGIH,111.77,112.98,110.74,110.95,238980
2020-07-22,LGIH,111.71,116.8175,111.165,114.99,356957
2020-07-23,LGIH,115.72,120.54,110.43,112.76,354517
2020-07-24,LGIH,111.44,115.39,109.05,113.93,199778
2020-07-27,LGIH,114.79,118.21,114.46,116.89,273981
2020-07-28,LGIH,118.24,119.39,113.85,113.98,246671
2020-07-29,LGIH,114.47,118.71,114.47,118.11,260756
2020-07-30,LGIH,114.75,118.085,114.75,116.9,168392
2020-07-31,LGIH,117.31,117.31,111.15,114.11,306908
2020-08-03,LGIH,116.0,118.96,114.4,118.21,548132
2020-08-04,LGIH,123.52,123.94,115.01,116.16,484747
2020-08-05,LGIH,113.77,118.01,113.6,116.66,404941
2020-08-06,LGIH,117.27,117.77,112.54,112.85,283253
2020-08-07,LGIH,112.0,113.77,109.84,112.04,284670
2020-08-10,LGIH,111.89,115.2,109.91,110.15,294321
2020-08-11,LGIH,110.67,110.67,104.24,104.97,473402
2020-08-12,LGIH,106.29,107.7,104.66,106.09,311887
2020-08-13,LGIH,106.09,110.24,104.69,109.76,217037
2020-08-14,LGIH,109.59,109.9,108.21,108.94,153779
2020-08-17,LGIH,110.11,115.1,110.11,114.52,240207
2020-08-18,LGIH,116.8593,118.8,113.92,115.24,345360
2020-08-19,LGIH,114.76,115.57,112.35,115.23,233934
2020-08-20,LGIH,113.78,117.36,112.53,114.71,272137
2020-08-21,LGIH,114.31,117.79,113.31,117.05,208623
2020-08-24,LGIH,118.1,119.16,116.5166,119.0,260373
2020-08-25,LGIH,119.83,120.0,115.715,117.53,204238
2020-08-26,LGIH,117.25,118.67,114.83,114.86,171487
2020-08-27,LGIH,115.0,116.93,113.02,113.09,215671
2020-08-28,LGIH,113.48,117.1,112.69,113.58,314118
2020-08-31,LGIH,113.08,113.08,108.22,111.86,329707
2020-09-01,LGIH,111.16,115.96,111.16,115.96,258739
2020-09-02,LGIH,118.27,123.64,114.35,122.91,555054
2020-09-03,LGIH,122.9,123.2999,110.4,114.85,574439
2020-09-04,LGIH,113.78,115.8,103.32,108.1,473373
2020-09-08,LGIH,105.97,112.3899,105.7962,108.27,232983
2020-09-09,LGIH,109.67,115.45,108.8101,114.44,246236
2020-09-10,LGIH,114.84,116.62,110.91,111.6,271508
2020-09-11,LGIH,113.15,114.42,110.56,112.53,201274
2020-09-14,LGIH,113.71,115.41,110.7833,112.49,205566
2020-09-15,LGIH,113.56,115.73,110.655,110.74,178539
2020-09-16,LGIH,111.62,117.435,111.62,115.89,327643
2020-09-17,LGIH,113.13,113.695,108.62,109.71,318809
2020-09-18,LGIH,110.74,111.98,104.57,105.76,557224
2020-09-21,LGIH,103.48,107.55,101.3,107.22,332713
2020-09-22,LGIH,107.41,112.66,105.1177,112.5,317505
2020-09-23,LGIH,112.88,113.01,105.01,105.3,193443
2020-09-24,LGIH,104.61,110.51,103.19,110.2,260729
2020-09-25,LGIH,109.12,109.63,106.1301,107.89,164356
2020-09-28,LGIH,110.28,116.25,109.7183,115.7,288833
2020-09-29,LGIH,115.4,115.81,112.62,113.79,149343
2020-09-30,LGIH,114.78,118.75,114.75,116.17,220742
2020-10-01,LGIH,117.48,123.58,115.77,123.17,223512
2020-10-02,LGIH,119.4,127.59,117.821,126.2,298562
2020-10-05,LGIH,129.67,131.95,121.1514,126.76,384542
2020-10-06,LGIH,128.66,130.44,121.35,122.58,276008
2020-10-07,LGIH,123.85,126.6507,120.465,122.02,305119
2020-10-08,LGIH,124.55,126.8,122.64,124.28,165435
2020-10-09,LGIH,126.47,130.085,124.5,126.26,192575
2020-10-12,LGIH,127.41,128.67,125.01,127.83,148672
2020-10-13,LGIH,126.62,128.88,124.34,128.1,149221
2020-10-14,LGIH,128.11,128.68,125.02,126.54,158569
2020-10-15,LGIH,125.0,129.6,124.26,129.12,147540
2020-10-16,LGIH,129.12,132.98,126.79,126.9,175967
2020-10-19,LGIH,127.01,129.1199,124.92,125.19,178192
2020-10-20,LGIH,126.27,129.08,124.9585,126.69,112544
2020-10-21,LGIH,127.67,128.0,117.25,118.5,349324
2020-10-22,LGIH,119.05,119.4079,108.39,112.27,430412
2020-10-23,LGIH,112.09,117.23,111.4,116.88,171995
2020-10-26,LGIH,114.49,115.3,111.5,113.95,174986
2020-10-27,LGIH,113.87,115.88,112.41,113.17,136860
2020-10-28,LGIH,109.68,114.1517,109.25,112.19,115763
2020-10-29,LGIH,111.91,113.46,106.86,108.79,191128
2020-10-30,LGIH,108.87,110.09,104.55,106.88,236816
2020-11-02,LGIH,108.79,112.86,108.78,111.95,307907
2020-11-03,LGIH,117.0,119.1022,110.01,114.79,489754
2020-11-04,LGIH,112.51,122.81,112.51,120.98,366552
2020-11-05,LGIH,123.54,125.09,121.04,123.19,253836
2020-11-06,LGIH,124.63,124.63,116.12,117.34,266572
2020-11-09,LGIH,121.29,121.29,104.3,104.3,622869
2020-11-10,LGIH,104.63,114.6,104.63,112.95,450032
2020-11-11,LGIH,113.97,115.0,111.11,114.14,225182
2020-11-12,LGIH,114.35,115.37,109.1232,110.31,241846
2020-11-13,LGIH,109.74,115.0,109.74,111.92,241857
2020-11-16,LGIH,112.95,113.37,108.61,109.33,511044
2020-11-17,LGIH,106.61,110.56,105.52,108.95,374734
2020-11-18,LGIH,109.23,112.75,108.5,110.45,176288
2020-11-19,LGIH,110.27,112.04,107.85,110.21,266179
2020-11-20,LGIH,109.59,111.23,108.42,110.06,192291
2020-11-23,LGIH,111.43,115.2,108.0,113.8,284990
2020-11-24,LGIH,115.03,115.03,109.6,110.17,205607
2020-11-25,LGIH,111.58,111.775,107.75,109.59,185493
2020-11-27,LGIH,109.81,112.67,109.42,111.59,177465
2020-11-30,LGIH,111.15,111.405,106.18,108.05,283011
2020-12-01,LGIH,109.41,109.43,106.75,107.63,266742
2020-12-02,LGIH,107.39,107.67,102.51,102.52,377902
2020-12-03,LGIH,103.74,107.79,102.52,107.15,584121
2020-12-04,LGIH,109.62,109.9885,102.27,104.84,492920
2020-12-07,LGIH,104.5,108.0,102.5,107.61,281041
2020-12-08,LGIH,105.92,106.7131,102.26,103.16,397872
2020-12-09,LGIH,106.8922,110.89,106.275,106.95,441425
2020-12-10,LGIH,106.14,107.29,104.03,106.24,200996
2020-12-11,LGIH,107.02,109.59,106.99,107.82,242132
2020-12-14,LGIH,109.77,111.46,106.49,107.58,326132
2020-12-15,LGIH,108.69,109.75,106.9,107.6,246519
2020-12-16,LGIH,107.6,108.43,104.89,106.48,235604
2020-12-17,LGIH,107.66,113.75,107.55,112.52,343044
2020-12-18,LGIH,113.65,116.09,112.14,112.55,484640
2020-12-21,LGIH,111.11,113.99,109.0,112.42,236223
2020-12-22,LGIH,113.08,114.69,112.13,114.46,169622
2020-12-23,LGIH,115.0,115.24,109.39,110.68,264449
2020-12-24,LGIH,110.01,112.84,109.61,112.74,75353
2020-12-28,LGIH,113.92,114.0,108.75,109.35,181138
2020-12-29,LGIH,109.25,109.56,106.63,108.29,141759
2020-12-30,LGIH,108.18,110.59,107.38,107.55,175588
2020-12-31,LGIH,107.48,108.6,105.3,105.85,201041
2021-01-04,LGIH,106.04,107.2,101.12,103.61,319000
2021-01-05,LGIH,102.97,107.39,101.49,106.48,399005
2021-01-06,LGIH,106.5,110.12,102.885,108.48,453794
2021-01-07,LGIH,108.3,109.65,103.2,104.35,675094
2021-01-08,LGIH,105.66,105.66,96.55,97.33,596137
2021-01-11,LGIH,96.83,101.38,95.54,99.6,325333
2021-01-12,LGIH,99.35,100.18,97.53,98.31,245055
2021-01-13,LGIH,99.25,101.96,98.37,98.59,265048
2021-01-14,LGIH,99.77,101.15,97.76,98.01,267753
2021-01-15,LGIH,97.67,101.2662,97.2,100.88,247810
2021-01-19,LGIH,102.03,103.5,99.35,102.23,329915
2021-01-20,LGIH,102.78,109.4,102.5,106.56,440421
2021-01-21,LGIH,107.98,111.11,107.08,109.32,343652
2021-01-22,LGIH,109.73,111.0,106.0409,110.6,223125
2021-01-25,LGIH,111.36,115.6173,111.21,112.81,214223
2021-01-26,LGIH,113.72,117.0,109.05,111.97,270794
2021-01-27,LGIH,110.3,113.96,107.785,108.76,315652
2021-01-28,LGIH,109.51,109.94,105.58,107.5,353985
2021-01-29,LGIH,106.2,107.2,104.0,106.71,295349
2021-02-01,LGIH,108.53,110.5,106.16,109.3,297952
2021-02-02,LGIH,110.59,110.595,107.64,108.66,292309
2021-02-03,LGIH,108.73,111.34,108.73,109.44,167501
2021-02-04,LGIH,109.84,111.85,107.5,111.14,202483
2021-02-05,LGIH,112.49,116.57,110.6,116.3,214783
2021-02-08,LGIH,118.29,120.3733,116.27,119.0,283633
2021-02-09,LGIH,119.35,120.83,117.59,118.03,266184
2021-02-10,LGIH,119.01,121.6,115.15,120.85,203648
2021-02-11,LGIH,122.68,125.0,120.67,123.37,268357
2021-02-12,LGIH,123.96,124.25,120.54,120.82,148756
2021-02-16,LGIH,120.86,120.86,114.5,114.98,234339
2021-02-17,LGIH,114.31,116.55,113.3,116.46,155370
2021-02-18,LGIH,115.57,117.89,115.19,116.07,165703
2021-02-19,LGIH,116.56,119.15,116.08,119.0,287426
2021-02-22,LGIH,117.11,118.62,114.75,115.09,246654
2021-02-23,LGIH,116.77,116.77,111.4605,115.81,377784
2021-02-24,LGIH,116.99,118.0,112.4,115.92,243024
2021-02-25,LGIH,114.22,115.4257,105.07,105.49,402538
2021-02-26,LGIH,107.08,111.2,105.66,109.25,251534
2021-03-01,LGIH,110.62,113.84,110.33,112.63,240459
2021-03-02,LGIH,112.55,118.6,111.57,118.4,377195
2021-03-03,LGIH,117.51,124.0,115.62,121.71,743957
2021-03-04,LGIH,120.98,129.72,117.28,121.72,607730
2021-03-05,LGIH,122.3,125.51,116.75,125.14,588035
2021-03-08,LGIH,127.12,133.22,125.68,131.15,394131
2021-03-09,LGIH,132.97,137.55,131.08,134.0,434277
2021-03-10,LGIH,134.62,140.26,134.45,137.94,277485
2021-03-11,LGIH,138.03,141.0,135.77,138.41,307527
2021-03-12,LGIH,135.2,139.5,134.22,138.59,280605
2021-03-15,LGIH,137.33,141.305,136.0,141.0,282183
2021-03-16,LGIH,142.58,142.96,136.835,137.6,349942
2021-03-17,LGIH,136.0,145.92,134.25,144.82,327631
2021-03-18,LGIH,143.85,143.85,139.6,141.01,528551
2021-03-19,LGIH,140.72,143.59,139.38,141.56,523184
2021-03-22,LGIH,142.76,143.465,138.65,142.4,231611
2021-03-23,LGIH,142.0,143.47,137.3,138.9,338418
2021-03-24,LGIH,139.51,142.73,138.3008,140.0,207993
2021-03-25,LGIH,138.12,145.19,134.5367,144.76,382037
2021-03-26,LGIH,146.31,151.81,144.27,151.7,292288
2021-03-29,LGIH,151.3,154.0198,146.65,146.8,210475
2021-03-30,LGIH,146.9,150.19,145.95,149.76,312981
2021-03-31,LGIH,149.16,151.65,148.0,149.31,255978
2021-04-01,LGIH,149.48,154.32,149.48,153.0,202031
2021-04-05,LGIH,154.98,155.6487,152.41,153.54,207999
2021-04-06,LGIH,154.41,155.9963,152.3982,155.19,175579
2021-04-07,LGIH,155.19,157.65,154.17,154.84,186673
2021-04-08,LGIH,156.1,156.1,151.76,152.88,227143
2021-04-09,LGIH,152.51,158.6353,151.9,158.09,128746
2021-04-12,LGIH,159.14,161.75,156.49,160.93,209357
2021-04-13,LGIH,160.0,160.96,156.59,160.42,200729
2021-04-14,LGIH,160.42,163.64,159.475,163.04,275227
2021-04-15,LGIH,164.6,166.67,163.45,165.22,310174
2021-04-16,LGIH,165.32,169.85,164.22,168.78,244024
2021-04-19,LGIH,169.56,170.47,166.0501,170.2,237256
2021-04-20,LGIH,171.0,171.0,160.37,163.66,330619
2021-04-21,LGIH,162.96,170.44,162.96,166.83,243666
2021-04-22,LGIH,164.47,166.3789,161.24,164.95,308252
2021-04-23,LGIH,166.0,168.145,162.87,167.15,272797
2021-04-26,LGIH,169.09,169.09,166.22,167.09,229897
2021-04-27,LGIH,167.14,171.94,166.97,167.86,170209
2021-04-28,LGIH,168.9,168.9,164.33,165.26,202790
2021-04-29,LGIH,165.97,172.045,165.35,170.36,240380
2021-04-30,LGIH,170.41,171.4,165.15,165.78,239801
2021-05-03,LGIH,167.03,173.38,166.35,172.07,379954
2021-05-04,LGIH,174.0,179.0,167.2541,174.62,581755
2021-05-05,LGIH,176.2,176.66,167.6914,172.11,467183
2021-05-06,LGIH,175.89,177.58,171.9285,175.29,312125
2021-05-07,LGIH,174.94,183.69,173.7,183.36,354109
2021-05-10,LGIH,184.68,188.0,180.3325,181.07,302235
2021-05-11,LGIH,177.26,177.72,165.25,171.86,442993
2021-05-12,LGIH,170.44,170.595,163.53,164.32,319264
2021-05-13,LGIH,164.03,174.62,164.03,172.8,253483
2021-05-14,LGIH,173.73,176.51,171.99,175.83,280865
2021-05-17,LGIH,173.64,174.87,168.43,171.04,256266
2021-05-18,LGIH,171.79,173.4074,166.22,166.53,443041
2021-05-19,LGIH,162.43,166.12,160.44,165.7,246111
2021-05-20,LGIH,165.37,169.59,163.82,167.74,160912
2021-05-21,LGIH,169.74,171.22,163.36,164.5,283694
2021-05-24,LGIH,166.15,169.5,165.64,167.39,191550
2021-05-25,LGIH,168.0,175.73,168.0,172.28,257751
2021-05-26,LGIH,173.23,178.73,172.585,178.01,243589
2021-05-27,LGIH,181.0,181.0,174.97,178.38,226017
2021-05-28,LGIH,179.55,181.95,176.9148,180.81,207048
2021-06-01,LGIH,184.2,184.99,179.0,183.17,273103
2021-06-02,LGIH,182.93,185.0,179.4035,181.26,461307
2021-06-03,LGIH,179.22,179.935,171.38,171.55,266349
2021-06-04,LGIH,173.2,174.2319,168.425,172.99,293956
2021-06-07,LGIH,172.2,173.65,168.69,171.68,264509
2021-06-08,LGIH,172.57,175.98,172.47,175.56,221314
2021-06-09,LGIH,175.15,175.15,166.26,167.14,287239
2021-06-10,LGIH,165.5,165.8159,152.85,154.82,531067
2021-06-11,LGIH,155.49,157.53,154.74,156.45,236219
2021-06-14,LGIH,156.17,156.925,152.2,153.57,342279
2021-06-15,LGIH,154.43,157.3267,153.16,155.7,433217
2021-06-16,LGIH,156.58,160.0,152.69,152.79,415411
2021-06-17,LGIH,151.65,155.06,149.5,152.26,408824
2021-06-18,LGIH,150.43,157.36,150.36,153.01,634621
2021-06-21,LGIH,153.73,157.16,153.39,155.54,314161
2021-06-22,LGIH,154.27,156.42,153.03,155.83,258014
2021-06-23,LGIH,155.52,155.52,150.36,153.94,174192
2021-06-24,LGIH,153.0898,155.21,151.215,154.58,124821
2021-06-25,LGIH,155.57,156.79,153.58,153.62,398350
2021-06-28,LGIH,154.02,156.54,153.415,155.58,181488
2021-06-29,LGIH,156.0,161.15,156.0,160.01,209224
2021-06-30,LGIH,159.75,163.1,158.79,161.94,187952
2021-07-01,LGIH,162.48,167.07,160.61,166.04,219439
2021-07-02,LGIH,166.37,167.03,164.8007,165.41,149976
2021-07-06,LGIH,165.18,165.18,159.02,162.07,238297
2021-07-07,LGIH,162.97,170.75,162.535,168.74,274422
2021-07-08,LGIH,164.65,167.69,160.0,163.28,197911
2021-07-09,LGIH,164.1,167.5,163.82,164.17,155942
2021-07-12,LGIH,163.19,164.95,160.815,163.77,190042
2021-07-13,LGIH,163.06,163.06,156.75,157.03,176542
2021-07-14,LGIH,157.38,160.72,156.5,158.58,172553
2021-07-15,LGIH,158.1,160.0554,155.08,156.69,177500
2021-07-16,LGIH,156.99,159.7,154.9701,155.41,176921
2021-07-19,LGIH,152.3,159.52,151.225,156.98,210644
2021-07-20,LGIH,157.9,162.135,155.965,160.7,179313
2021-07-21,LGIH,161.11,164.69,160.72,163.99,136445
2021-07-22,LGIH,162.28,163.25,159.411,161.32,172860
2021-07-23,LGIH,162.26,165.83,161.5,165.69,159838
2021-07-26,LGIH,166.0,167.16,159.16,159.5,142410
2021-07-27,LGIH,159.49,161.59,155.9923,161.35,128205
2021-07-28,LGIH,161.86,163.3,158.32,160.06,149773
2021-07-29,LGIH,161.1,172.2,161.1,168.94,244731
2021-07-30,LGIH,167.63,172.145,167.08,170.9,202019
2021-08-02,LGIH,172.6,175.9021,172.495,173.25,294720
2021-08-03,LGIH,174.87,174.87,161.12,163.04,478245
2021-08-04,LGIH,162.1,164.75,158.66,159.01,281761
2021-08-05,LGIH,158.98,161.75,157.26,158.28,173201
2021-08-06,LGIH,159.66,161.46,156.5,158.49,145616
2021-08-09,LGIH,157.01,159.95,155.8,157.69,144151
2021-08-10,LGIH,157.26,160.9059,156.15,157.77,171306
2021-08-11,LGIH,157.9,162.37,156.56,161.95,152184
2021-08-12,LGIH,162.5,164.46,158.375,159.72,156035
2021-08-13,LGIH,159.49,160.2429,156.185,157.77,118645
2021-08-16,LGIH,157.42,161.1194,156.0,159.38,119919
2021-08-17,LGIH,157.23,157.23,150.78,152.1,145851
2021-08-18,LGIH,151.78,155.32,150.5,153.26,182206
2021-08-19,LGIH,150.88,152.84,145.89,151.14,173958
2021-08-20,LGIH,150.76,154.8,150.57,153.86,154217
2021-08-23,LGIH,154.75,154.75,150.36,152.7,146450
2021-08-24,LGIH,152.7,158.425,152.7,156.04,142416
2021-08-25,LGIH,156.75,158.62,155.92,156.24,121059
2021-08-26,LGIH,157.93,158.04,152.92,154.12,137341
2021-08-27,LGIH,154.18,160.99,154.18,158.2,229968
2021-08-30,LGIH,158.13,159.45,155.86,159.03,135287
2021-08-31,LGIH,159.74,161.755,156.56,160.33,165875
2021-09-01,LGIH,161.15,164.88,159.72,164.4,167688
2021-09-02,LGIH,164.9,165.25,162.4346,163.4,116194
2021-09-03,LGIH,162.23,165.91,158.76,162.61,143764
2021-09-07,LGIH,161.45,161.79,157.955,159.39,146148
2021-09-08,LGIH,157.4,157.68,151.5,151.98,212734
2021-09-09,LGIH,152.09,155.65,150.6329,153.61,198270
2021-09-10,LGIH,155.36,156.765,152.89,153.05,195125
2021-09-13,LGIH,153.67,153.67,147.97,152.39,261824
2021-09-14,LGIH,153.98,154.715,149.54,151.09,181203
2021-09-15,LGIH,150.76,153.72,149.59,153.32,158483
2021-09-16,LGIH,153.31,157.41,153.31,155.56,180535
2021-09-17,LGIH,155.98,158.0,155.0,156.85,581922
2021-09-20,LGIH,153.11,155.4677,148.14,150.16,202000
2021-09-21,LGIH,151.02,152.58,148.615,151.18,162758
2021-09-22,LGIH,151.9,154.5,151.35,151.64,155028
2021-09-23,LGIH,152.17,153.04,148.33,148.9,159249
2021-09-24,LGIH,148.0,151.0,145.52,148.78,145939
2021-09-27,LGIH,147.46,152.635,146.38,151.64,175553
2021-09-28,LGIH,150.36,150.98,147.69,148.44,111439
2021-09-29,LGIH,149.35,152.115,149.35,149.51,129352
2021-09-30,LGIH,150.74,150.74,141.8,141.91,169622
2021-10-01,LGIH,142.63,143.55,139.11,140.76,262406
2021-10-04,LGIH,140.39,140.87,138.27,140.28,172273
2021-10-05,LGIH,140.33,141.9,136.99,137.8,209214
2021-10-06,LGIH,136.78,139.31,135.147,137.31,155427
2021-10-07,LGIH,138.9,145.09,138.9,141.56,305576
2021-10-08,LGIH,141.69,142.675,138.56,139.82,117590
